IP,id,srcportb1024,type,srccnt,dstcnt
10.67.222.152,17911,0,3,1,6
10.67.222.151,17912,0,3,1,12
10.67.222.150,17913,0,3,1,4
10.67.222.15,17914,0,1,0,2
10.67.222.147,17915,0,3,1,2
10.67.222.146,17916,0,3,1,2
10.67.222.145,17917,0,1,0,1
10.67.222.144,17918,0,2,3,0
10.67.222.143,17919,0,2,3,0
10.67.222.142,17920,0,3,3,11
10.67.222.141,17921,0,3,6,6
10.67.222.140,17922,0,3,1,4
10.67.222.14,17923,0,3,1,1
10.67.222.139,17924,0,3,1,2
10.67.222.137,17925,0,3,3,3
10.67.222.136,17926,0,3,1,5
10.67.222.135,17927,0,3,1,1
10.67.222.133,17928,0,3,1,3
10.67.222.132,17929,0,1,0,1
10.67.222.131,17930,0,3,1,3
10.67.222.130,17931,0,1,0,1
10.67.222.13,17932,0,2,1,0
10.67.222.129,17933,0,3,2,1
10.67.222.122,17934,0,3,2,3
10.67.222.121,17935,0,3,2,1
10.67.222.12,17936,0,3,1,2
10.67.222.119,17937,0,3,2,2
10.67.222.118,17938,0,1,0,2
10.67.222.117,17939,0,3,3,3
10.67.222.115,17940,0,1,0,1
10.67.222.110,17941,0,3,1,5
10.67.222.109,17942,0,3,1,7
10.67.222.108,17943,0,1,0,1
10.67.222.107,17944,0,3,2,7
10.67.222.106,17945,0,3,1,3
10.67.222.105,17946,0,1,0,2
10.67.222.104,17947,0,3,1,5
10.67.222.103,17948,0,3,1,5
10.67.222.102,17949,0,3,2,1
10.67.222.101,17950,0,1,0,1
10.67.222.100,17951,0,2,1,0
10.67.222.1,17952,0,1,0,3
10.67.221.99,17953,0,2,2,0
10.67.221.96,17954,0,3,7,3
10.67.221.95,17955,0,3,3,4
10.67.221.94,17956,0,3,2,4
10.67.221.93,17957,1,3,3,6
10.67.221.92,17958,0,3,6,5
10.67.221.88,17959,0,3,1,3
10.67.221.87,17960,0,2,1,0
10.67.221.86,17961,0,3,2,3
10.67.221.85,17962,0,3,1,4
10.67.221.84,17963,0,3,1,2
10.67.221.83,17964,0,3,2,1
10.67.221.82,17965,0,3,2,2
10.67.221.8,17966,0,3,3,5
10.67.221.79,17967,0,3,2,3
10.67.221.77,17968,0,3,1,2
10.67.221.75,17969,0,1,0,1
10.67.221.74,17970,0,3,1,7
10.67.221.73,17971,0,3,2,1
10.67.221.71,17972,0,3,7,5
10.67.221.7,17973,0,1,0,3
10.67.221.69,17974,0,2,1,0
10.67.221.68,17975,0,1,0,1
10.67.221.67,17976,0,1,0,2
10.67.221.66,17977,0,2,1,0
10.67.221.65,17978,0,2,1,0
10.67.221.63,17979,0,3,1,2
10.67.221.62,17980,0,1,0,9
10.67.221.61,17981,0,3,2,3
10.67.221.60,17982,0,3,3,2
10.67.221.59,17983,0,3,1,3
10.67.221.58,17984,0,3,5,5
10.67.221.57,17985,0,3,3,1
10.67.221.56,17986,0,3,2,3
10.67.221.55,17987,0,3,4,2
10.67.221.54,17988,0,3,2,4
10.67.221.53,17989,0,3,5,2
10.67.221.52,17990,0,1,0,5
10.67.221.51,17991,0,3,1,3
10.67.221.50,17992,0,1,0,3
10.67.221.49,17993,0,1,0,3
10.67.221.48,17994,0,3,3,5
10.67.221.47,17995,0,1,0,1
10.67.221.46,17996,0,3,1,1
10.67.221.45,17997,0,3,2,3
10.67.221.44,17998,0,1,0,8
10.67.221.43,17999,0,3,3,1
10.67.221.42,18000,0,3,5,2
10.67.221.41,18001,0,1,0,1
10.67.221.40,18002,0,3,4,1
10.67.221.38,18003,0,3,3,3
10.67.221.37,18004,0,3,1,2
10.67.221.36,18005,0,2,1,0
10.67.221.34,18006,0,2,1,0
10.67.221.32,18007,0,2,1,0
10.67.221.29,18008,0,3,4,3
10.67.221.28,18009,0,3,1,2
10.67.221.26,18010,0,3,1,1
10.67.221.253,18011,1,3,1,1
10.67.221.25,18012,0,3,1,1
10.67.221.249,18013,0,2,1,0
10.67.221.248,18014,0,2,1,0
10.67.221.24,18015,0,3,2,3
10.67.221.237,18016,0,1,0,2
10.67.221.231,18017,0,2,3,0
10.67.221.230,18018,0,3,1,2
10.67.221.23,18019,0,2,2,0
10.67.221.229,18020,1,3,19,31
10.67.221.228,18021,0,3,6,9
10.67.221.227,18022,0,3,4,5
10.67.221.225,18023,0,3,5,3
10.67.221.223,18024,0,3,6,3
10.67.221.222,18025,0,2,1,0
10.67.221.221,18026,20,3,18,26
10.67.221.22,18027,0,1,0,2
10.67.221.219,18028,1,1,0,1
10.67.221.217,18029,0,2,1,0
10.67.221.213,18030,1,1,0,1
10.67.221.207,18031,0,2,1,0
10.67.221.20,18032,0,1,0,1
10.67.221.2,18033,0,2,1,0
10.67.221.197,18034,0,1,0,1
10.67.221.190,18035,0,1,0,1
10.67.221.19,18036,0,3,1,2
10.67.221.189,18037,0,1,0,2
10.67.221.188,18038,0,3,1,2
10.67.221.186,18039,0,2,1,0
10.67.221.180,18040,0,1,0,1
10.67.221.18,18041,0,3,5,4
10.67.221.178,18042,0,3,1,3
10.67.221.177,18043,0,1,0,2
10.67.221.176,18044,0,3,1,3
10.67.221.175,18045,0,3,1,4
10.67.221.174,18046,0,1,0,4
10.67.221.173,18047,0,1,0,5
10.67.221.172,18048,0,3,1,4
10.67.221.170,18049,0,2,1,0
10.67.221.17,18050,0,3,4,4
10.67.221.169,18051,0,3,2,3
10.67.221.168,18052,0,3,2,1
10.67.221.167,18053,0,3,1,1
10.67.221.166,18054,0,1,0,1
10.67.221.165,18055,0,2,1,0
10.67.221.164,18056,0,3,2,1
10.67.221.163,18057,0,1,0,2
10.67.221.162,18058,0,1,0,2
10.67.221.160,18059,0,3,2,5
10.67.221.16,18060,0,3,1,6
10.67.221.159,18061,0,3,1,2
10.67.221.158,18062,0,3,3,5
10.67.221.156,18063,0,3,1,6
10.67.221.155,18064,0,2,3,0
10.67.221.154,18065,0,1,0,2
10.67.221.152,18066,0,3,3,1
10.67.221.151,18067,0,3,5,5
10.67.221.150,18068,0,3,3,4
10.67.221.15,18069,0,1,0,3
10.67.221.148,18070,0,2,1,0
10.67.221.147,18071,0,3,1,5
10.67.221.146,18072,0,2,2,0
10.67.221.145,18073,0,1,0,2
10.67.221.144,18074,0,3,3,1
10.67.221.143,18075,0,1,0,5
10.67.221.142,18076,0,1,0,10
10.67.221.141,18077,0,3,1,1
10.67.221.140,18078,0,3,2,3
10.67.221.139,18079,0,2,2,0
10.67.221.137,18080,0,3,1,5
10.67.221.136,18081,0,3,3,2
10.67.221.134,18082,0,1,0,1
10.67.221.133,18083,0,2,1,0
10.67.221.132,18084,0,2,1,0
10.67.221.131,18085,0,1,0,1
10.67.221.130,18086,0,2,1,0
10.67.221.13,18087,0,3,1,3
10.67.221.129,18088,0,3,1,3
10.67.221.128,18089,0,3,2,3
10.67.221.126,18090,0,3,2,3
10.67.221.122,18091,0,3,1,5
10.67.221.121,18092,0,1,0,2
10.67.221.12,18093,0,3,1,3
10.67.221.119,18094,0,3,1,5
10.67.221.118,18095,0,1,0,2
10.67.221.117,18096,0,2,3,0
10.67.221.111,18097,0,2,1,0
10.67.221.110,18098,0,3,4,5
10.67.221.11,18099,0,2,1,0
10.67.221.109,18100,0,3,1,7
10.67.221.108,18101,0,2,2,0
10.67.221.107,18102,0,3,1,5
10.67.221.106,18103,0,1,0,2
10.67.221.105,18104,0,3,4,6
10.67.221.104,18105,0,3,2,3
10.67.221.103,18106,0,3,3,5
10.67.221.102,18107,0,3,1,1
10.67.221.101,18108,0,1,0,1
10.67.220.99,18109,0,3,2179,1565
10.67.220.98,18110,0,3,18,9
10.67.220.97,18111,0,3,10,14
10.67.220.96,18112,0,3,3983,4371
10.67.220.95,18113,0,3,2811,2990
10.67.220.94,18114,1,3,4075,4109
10.67.220.93,18115,34,3,3556,3537
10.67.220.92,18116,0,3,3468,3528
10.67.220.91,18117,0,3,10,20
10.67.220.90,18118,0,3,19,18
10.67.220.9,18119,0,3,1213,946
10.67.220.89,18120,1,3,12,7
10.67.220.88,18121,0,3,1603,2415
10.67.220.87,18122,0,3,2193,1575
10.67.220.86,18123,0,3,3208,3903
10.67.220.85,18124,1,3,3023,2806
10.67.220.84,18125,0,3,2741,2370
10.67.220.83,18126,0,3,2397,1925
10.67.220.82,18127,0,3,2843,2584
10.67.220.81,18128,0,3,13,12
10.67.220.80,18129,0,3,112,7
10.67.220.8,18130,0,3,4557,4821
10.67.220.79,18131,0,3,6030,3763
10.67.220.78,18132,0,3,10,14
10.67.220.77,18133,1,3,2755,2308
10.67.220.76,18134,0,3,208,238
10.67.220.75,18135,0,3,12,13
10.67.220.74,18136,0,3,5034,4035
10.67.220.73,18137,0,3,1962,1728
10.67.220.72,18138,0,3,9,15
10.67.220.71,18139,0,3,4923,4813
10.67.220.70,18140,0,3,8,12
10.67.220.7,18141,0,3,3855,3477
10.67.220.69,18142,0,3,2401,1026
10.67.220.68,18143,0,3,1423,1100
10.67.220.67,18144,0,3,1397,1272
10.67.220.66,18145,0,3,2069,1580
10.67.220.65,18146,0,3,1482,1253
10.67.220.64,18147,0,3,1215,486
10.67.220.63,18148,0,3,1849,1680
10.67.220.62,18149,0,3,5135,3863
10.67.220.61,18150,0,3,3957,4140
10.67.220.60,18151,0,3,4913,4558
10.67.220.6,18152,0,3,12,18
10.67.220.59,18153,0,3,2598,2138
10.67.220.58,18154,0,3,6064,5662
10.67.220.57,18155,0,3,4514,4446
10.67.220.56,18156,0,3,4747,4580
10.67.220.55,18157,0,3,3298,3911
10.67.220.54,18158,1,3,3252,3604
10.67.220.53,18159,0,3,4134,4497
10.67.220.52,18160,0,3,5558,5060
10.67.220.51,18161,0,3,4803,4870
10.67.220.50,18162,0,3,3134,3204
10.67.220.5,18163,0,3,10,15
10.67.220.49,18164,0,3,3269,3219
10.67.220.48,18165,0,3,3965,3244
10.67.220.47,18166,0,3,15,13
10.67.220.46,18167,0,3,3825,3132
10.67.220.45,18168,0,3,3386,3030
10.67.220.44,18169,0,3,4802,4628
10.67.220.43,18170,0,3,3098,3243
10.67.220.42,18171,0,3,3602,3500
10.67.220.41,18172,0,3,2658,3737
10.67.220.40,18173,0,3,3270,2819
10.67.220.4,18174,0,3,9,11
10.67.220.39,18175,0,3,15,13
10.67.220.38,18176,0,3,3275,2821
10.67.220.37,18177,0,3,1552,1334
10.67.220.36,18178,0,3,1106,1208
10.67.220.35,18179,0,3,57,6
10.67.220.34,18180,0,3,24,14
10.67.220.33,18181,0,3,146,12
10.67.220.32,18182,0,3,131,17
10.67.220.31,18183,0,3,44,17
10.67.220.30,18184,0,3,92,29
10.67.220.3,18185,0,3,10,9
10.67.220.29,18186,2,3,3632,2748
10.67.220.28,18187,0,3,4116,3355
10.67.220.27,18188,0,3,3079,1653
10.67.220.26,18189,0,3,3870,3300
10.67.220.255,18190,0,3,8,10
10.67.220.254,18191,0,3,2,2
10.67.220.253,18192,28,3,13,33
10.67.220.252,18193,1,3,3,1
10.67.220.251,18194,0,1,0,1
10.67.220.250,18195,0,3,7,1
10.67.220.25,18196,0,3,2916,2672
10.67.220.249,18197,0,3,7,2
10.67.220.248,18198,0,2,1636,0
10.67.220.247,18199,0,3,2,3
10.67.220.246,18200,1,3,5,3
10.67.220.245,18201,0,3,52,25
10.67.220.244,18202,0,3,16,9
10.67.220.243,18203,0,3,6,4
10.67.220.242,18204,0,3,2,8
10.67.220.241,18205,0,3,3,6
10.67.220.240,18206,0,3,2,1
10.67.220.24,18207,0,3,2134,2241
10.67.220.239,18208,0,3,7,3
10.67.220.238,18209,0,3,27,8
10.67.220.237,18210,1,3,51,44
10.67.220.236,18211,0,3,10,8
10.67.220.235,18212,0,3,9,7
10.67.220.234,18213,0,3,5,4
10.67.220.233,18214,0,3,6,5
10.67.220.232,18215,0,3,9,4
10.67.220.231,18216,0,3,486,33
10.67.220.230,18217,0,3,6684,2313
10.67.220.23,18218,0,3,6593,4315
10.67.220.229,18219,565,3,78109,52739
10.67.220.228,18220,1,3,4830,4905
10.67.220.227,18221,2,3,4624,4140
10.67.220.226,18222,14,3,14,21
10.67.220.225,18223,8,3,833,28
10.67.220.224,18224,0,3,18,10
10.67.220.223,18225,208,3,5011,4633
10.67.220.222,18226,2,3,447,14
10.67.220.221,18227,52802,3,119000,69653
10.67.220.220,18228,23,3,40,36
10.67.220.22,18229,0,3,5083,4496
10.67.220.219,18230,0,3,14,9
10.67.220.218,18231,0,3,1,2
10.67.220.217,18232,32,3,41,40
10.67.220.216,18233,0,3,2,4
10.67.220.215,18234,0,3,13,9
10.67.220.214,18235,0,3,2,7
10.67.220.213,18236,21,3,39,31
10.67.220.212,18237,0,3,5,4
10.67.220.211,18238,0,3,1,8
10.67.220.210,18239,0,3,3,9
10.67.220.21,18240,0,3,1721,1223
10.67.220.209,18241,0,3,5,3
10.67.220.208,18242,0,1,0,1
10.67.220.207,18243,1,3,18,19
10.67.220.206,18244,0,3,3,4
10.67.220.205,18245,29,3,59,50
10.67.220.204,18246,1,3,6,4
10.67.220.203,18247,0,3,1,2
10.67.220.202,18248,0,3,2,5
10.67.220.201,18249,2,3,5,7
10.67.220.200,18250,0,3,2,2
10.67.220.20,18251,0,3,2785,2823
10.67.220.2,18252,0,3,339,9
10.67.220.199,18253,0,3,1,2
10.67.220.198,18254,0,3,1,4
10.67.220.197,18255,1,3,20,36
10.67.220.196,18256,0,3,13,8
10.67.220.195,18257,0,3,5,6
10.67.220.194,18258,0,3,2,3
10.67.220.193,18259,0,3,6,2
10.67.220.192,18260,0,3,3,3
10.67.220.191,18261,0,3,9,10
10.67.220.190,18262,0,3,7,12
10.67.220.19,18263,0,3,2686,2045
10.67.220.189,18264,2,3,1728,947
10.67.220.188,18265,0,3,133,225
10.67.220.187,18266,0,3,522,262
10.67.220.186,18267,0,3,10,12
10.67.220.185,18268,0,3,16,20
10.67.220.184,18269,0,3,89,28
10.67.220.183,18270,0,3,11,10
10.67.220.182,18271,0,3,1325,763
10.67.220.181,18272,0,3,11,17
10.67.220.180,18273,0,3,333,552
10.67.220.18,18274,0,3,2911,3230
10.67.220.179,18275,0,3,1708,1044
10.67.220.178,18276,0,3,4959,5016
10.67.220.177,18277,0,3,4747,4426
10.67.220.176,18278,0,3,2084,1515
10.67.220.175,18279,0,3,4956,4892
10.67.220.174,18280,0,3,4253,3796
10.67.220.173,18281,0,3,4197,4810
10.67.220.172,18282,0,3,3861,3975
10.67.220.171,18283,0,3,14,10
10.67.220.170,18284,0,3,2362,1595
10.67.220.17,18285,0,3,3714,3860
10.67.220.169,18286,0,3,1482,1140
10.67.220.168,18287,0,3,1545,667
10.67.220.167,18288,0,3,2228,1712
10.67.220.166,18289,0,3,367,54
10.67.220.165,18290,0,3,31,30
10.67.220.164,18291,0,3,2215,1654
10.67.220.163,18292,0,3,1634,1358
10.67.220.162,18293,2,3,1557,1393
10.67.220.161,18294,0,3,212,95
10.67.220.160,18295,0,3,2580,2862
10.67.220.16,18296,0,3,5441,5049
10.67.220.159,18297,0,3,2503,2717
10.67.220.158,18298,0,3,5073,4276
10.67.220.157,18299,31,3,21,44
10.67.220.156,18300,1,3,4122,3403
10.67.220.155,18301,0,3,2840,2689
10.67.220.154,18302,0,3,4350,3552
10.67.220.153,18303,0,3,8,8
10.67.220.152,18304,0,3,2925,4508
10.67.220.151,18305,0,3,3700,5086
10.67.220.150,18306,0,3,3762,3361
10.67.220.15,18307,0,3,1894,2551
10.67.220.149,18308,1,3,12,13
10.67.220.148,18309,0,3,18,12
10.67.220.147,18310,0,3,3076,4591
10.67.220.146,18311,0,3,2888,2763
10.67.220.145,18312,1,3,2628,4567
10.67.220.144,18313,0,3,2608,1752
10.67.220.143,18314,0,3,1996,2189
10.67.220.142,18315,0,3,4500,4732
10.67.220.141,18316,1,3,4890,3662
10.67.220.140,18317,0,3,4864,3980
10.67.220.14,18318,0,3,3068,2243
10.67.220.139,18319,0,3,2025,1979
10.67.220.138,18320,0,3,14,8
10.67.220.137,18321,0,3,2463,2077
10.67.220.136,18322,0,3,1872,1979
10.67.220.135,18323,0,3,6228,3630
10.67.220.134,18324,0,3,1591,2088
10.67.220.133,18325,0,3,2363,2089
10.67.220.132,18326,0,3,1798,1596
10.67.220.131,18327,0,3,944,1414
10.67.220.130,18328,0,3,1484,1134
10.67.220.13,18329,0,3,2864,3191
10.67.220.129,18330,0,3,2608,2819
10.67.220.128,18331,0,3,1826,2519
10.67.220.127,18332,0,3,1906,711
10.67.220.126,18333,0,3,3315,3451
10.67.220.125,18334,2,3,8,21
10.67.220.124,18335,0,3,6,10
10.67.220.123,18336,0,3,2492,2335
10.67.220.122,18337,0,3,3477,2939
10.67.220.121,18338,0,3,2107,2424
10.67.220.120,18339,0,3,12,15
10.67.220.12,18340,0,3,5479,4576
10.67.220.119,18341,0,3,2728,2502
10.67.220.118,18342,0,3,2458,2264
10.67.220.117,18343,0,3,3390,2802
10.67.220.116,18344,0,3,40,69
10.67.220.115,18345,0,3,7,8
10.67.220.114,18346,0,3,5,15
10.67.220.113,18347,0,3,7,13
10.67.220.112,18348,0,3,5,7
10.67.220.111,18349,0,3,22,14
10.67.220.110,18350,0,3,4841,5450
10.67.220.11,18351,0,3,7,11
10.67.220.109,18352,0,3,4621,3957
10.67.220.108,18353,0,3,5550,4310
10.67.220.107,18354,0,3,3787,4319
10.67.220.106,18355,0,3,4875,4928
10.67.220.105,18356,0,3,2255,2440
10.67.220.104,18357,0,3,4100,3965
10.67.220.103,18358,0,3,3161,3708
10.67.220.102,18359,0,3,2391,1891
10.67.220.101,18360,0,3,593,92
10.67.220.100,18361,0,3,23,10
10.67.220.10,18362,0,3,10,23
10.67.220.1,18363,0,3,1388,2211
10.67.220.0,18364,0,3,10,15
10.67.219.226,18365,1,1,0,1
10.67.219.221,18366,0,2,1,0
10.67.219.152,18367,0,1,0,1
10.67.218.94,18368,0,3,1,1
10.67.218.93,18369,0,1,0,3
10.67.218.9,18370,0,1,0,1
10.67.218.8,18371,0,1,0,1
10.67.218.7,18372,0,1,0,11
10.67.218.66,18373,0,2,1,0
10.67.218.65,18374,0,2,2,0
10.67.218.64,18375,0,1,0,1
10.67.218.63,18376,0,1,0,1
10.67.218.61,18377,0,3,2,2
10.67.218.57,18378,0,1,0,1
10.67.218.55,18379,0,1,0,1
10.67.218.51,18380,0,1,0,1
10.67.218.50,18381,0,2,1,0
10.67.218.44,18382,0,2,1,0
10.67.218.43,18383,0,1,0,8
10.67.218.41,18384,0,1,0,37
10.67.218.4,18385,0,3,1,1
10.67.218.38,18386,0,3,1,1
10.67.218.35,18387,0,1,0,6
10.67.218.33,18388,0,1,0,8
10.67.218.253,18389,1,3,1,1
10.67.218.25,18390,0,1,0,1
10.67.218.24,18391,0,1,0,4
10.67.218.230,18392,1,1,0,1
10.67.218.229,18393,0,3,2,1
10.67.218.226,18394,12,3,2,14
10.67.218.225,18395,0,2,1,0
10.67.218.223,18396,2,3,4,6
10.67.218.222,18397,0,3,1,7
10.67.218.221,18398,22,3,3136,4447
10.67.218.220,18399,0,3,2,2
10.67.218.218,18400,0,2,4,0
10.67.218.217,18401,0,3,1,1
10.67.218.216,18402,0,1,0,4
10.67.218.213,18403,1,3,1,2
10.67.218.212,18404,0,2,2,0
10.67.218.210,18405,0,2,1,0
10.67.218.205,18406,0,3,2,1
10.67.218.197,18407,0,1,0,1
10.67.218.194,18408,1,1,0,1
10.67.218.188,18409,0,1,0,3
10.67.218.184,18410,0,1,0,2
10.67.218.16,18411,0,1,0,1
10.67.218.158,18412,0,1,0,1
10.67.218.157,18413,0,1,0,2
10.67.218.156,18414,0,1,0,2
10.67.218.154,18415,0,1,0,2
10.67.218.152,18416,0,1,0,305
10.67.218.147,18417,0,1,0,6
10.67.218.145,18418,0,1,0,1
10.67.218.144,18419,0,1,0,5
10.67.218.143,18420,0,1,0,11
10.67.218.142,18421,0,1,0,3
10.67.218.136,18422,0,1,0,2
10.67.218.132,18423,0,1,0,26
10.67.218.129,18424,0,1,0,1
10.67.218.126,18425,0,2,1,0
10.67.218.125,18426,0,1,0,5
10.67.218.117,18427,0,1,0,2
10.67.218.116,18428,0,3,1,2
10.67.218.110,18429,0,1,0,2
10.67.218.107,18430,0,2,1,0
10.67.218.104,18431,0,1,0,1
10.67.218.103,18432,0,3,1,1
10.67.218.1,18433,0,1,0,1
10.67.217.98,18434,1,1,0,1
10.67.217.83,18435,0,1,0,1
10.67.217.77,18436,1,1,0,1
10.67.217.51,18437,0,2,1,0
10.67.217.48,18438,0,1,0,2
10.67.217.41,18439,0,2,1,0
10.67.217.234,18440,1,1,0,1
10.67.217.227,18441,0,1,0,1
10.67.217.226,18442,20,3,1,21
10.67.217.221,18443,18,3,1,20
10.67.217.194,18444,1,1,0,1
10.67.217.175,18445,0,1,0,1
10.67.217.17,18446,0,2,1,0
10.67.217.163,18447,0,2,1,0
10.67.217.162,18448,0,1,0,1
10.67.217.160,18449,0,1,0,1
10.67.217.152,18450,0,1,0,1
10.67.217.145,18451,0,3,1,1
10.67.217.141,18452,0,1,0,1
10.67.217.14,18453,0,2,1,0
10.67.217.114,18454,1,1,0,1
10.67.216.99,18455,0,2,2,0
10.67.216.98,18456,15,3,2,20
10.67.216.97,18457,0,3,2,5
10.67.216.96,18458,1,3,6,7
10.67.216.95,18459,0,3,1,7
10.67.216.94,18460,0,1,0,5
10.67.216.93,18461,24,3,1,27
10.67.216.92,18462,1,3,1,8
10.67.216.89,18463,0,1,0,3
10.67.216.88,18464,0,1,0,1
10.67.216.87,18465,0,3,5,3
10.67.216.86,18466,0,1,0,5
10.67.216.85,18467,1,3,1,3
10.67.216.84,18468,0,3,4,2
10.67.216.83,18469,0,3,3,4
10.67.216.82,18470,0,3,3,2
10.67.216.81,18471,0,2,1,0
10.67.216.80,18472,0,3,1,2
10.67.216.8,18473,0,1,0,8
10.67.216.79,18474,0,3,4,16
10.67.216.78,18475,0,2,1,0
10.67.216.77,18476,0,3,2,7
10.67.216.76,18477,0,3,6,3
10.67.216.75,18478,0,2,5,0
10.67.216.74,18479,0,3,5,6
10.67.216.73,18480,0,3,5,6
10.67.216.71,18481,0,3,2,9
10.67.216.70,18482,0,3,1,2
10.67.216.7,18483,0,1,0,7
10.67.216.69,18484,0,3,3,2
10.67.216.68,18485,0,3,3,3
10.67.216.67,18486,0,3,2,8
10.67.216.66,18487,1,3,3,2
10.67.216.65,18488,0,3,5,6
10.67.216.64,18489,0,2,1,0
10.67.216.63,18490,0,3,7,4
10.67.216.62,18491,0,3,7,8
10.67.216.61,18492,0,3,1,43
10.67.216.60,18493,0,3,3,7
10.67.216.59,18494,0,3,7,2
10.67.216.58,18495,0,3,5,4
10.67.216.57,18496,0,3,2,6
10.67.216.56,18497,0,3,5,2
10.67.216.55,18498,0,3,6,12
10.67.216.54,18499,0,3,3,2
10.67.216.53,18500,0,3,7,12
10.67.216.52,18501,0,3,4,9
10.67.216.51,18502,0,3,5,9
10.67.216.50,18503,0,3,2,7
10.67.216.5,18504,0,3,1,8
10.67.216.49,18505,0,3,3,10
10.67.216.48,18506,0,3,11,5
10.67.216.46,18507,0,1,0,1
10.67.216.45,18508,0,3,2,5
10.67.216.44,18509,0,3,2,2
10.67.216.43,18510,0,3,1,3
10.67.216.42,18511,0,3,3,4
10.67.216.41,18512,0,3,3,4
10.67.216.40,18513,0,3,9,5
10.67.216.39,18514,0,3,7,6
10.67.216.38,18515,0,3,3,8
10.67.216.37,18516,0,3,3,1
10.67.216.36,18517,0,3,2,1
10.67.216.34,18518,0,1,0,8
10.67.216.33,18519,0,3,6,6
10.67.216.32,18520,0,2,2,0
10.67.216.31,18521,0,3,4,2
10.67.216.30,18522,0,2,1,0
10.67.216.3,18523,0,1,0,12
10.67.216.29,18524,0,3,3,4
10.67.216.27,18525,0,2,2,0
10.67.216.26,18526,0,1,0,3
10.67.216.255,18527,1,1,0,1
10.67.216.253,18528,30,3,1,32
10.67.216.250,18529,1,3,1,1
10.67.216.25,18530,0,3,1,40
10.67.216.248,18531,0,2,1,0
10.67.216.245,18532,0,2,1,0
10.67.216.244,18533,0,2,1,0
10.67.216.243,18534,15,1,0,16
10.67.216.242,18535,23,3,10,25
10.67.216.240,18536,2,1,0,2
10.67.216.24,18537,0,3,1,7
10.67.216.238,18538,0,2,1,0
10.67.216.237,18539,1,3,1,2
10.67.216.235,18540,1,1,0,2
10.67.216.234,18541,22,3,6,26
10.67.216.232,18542,1,1,0,1
10.67.216.231,18543,0,2,2,0
10.67.216.230,18544,23,3,10,30
10.67.216.23,18545,0,3,4,1
10.67.216.229,18546,0,3,37,30
10.67.216.228,18547,0,3,3,5
10.67.216.227,18548,7,3,5,12
10.67.216.226,18549,775,3,394,936
10.67.216.225,18550,0,3,2,1
10.67.216.224,18551,26,3,7,30
10.67.216.223,18552,24,3,15,28
10.67.216.222,18553,0,3,1,1
10.67.216.221,18554,21107,3,30162,29355
10.67.216.220,18555,22,3,14,22
10.67.216.22,18556,0,3,6,3
10.67.216.219,18557,0,1,0,1
10.67.216.217,18558,27,3,7,31
10.67.216.216,18559,1,1,0,1
10.67.216.215,18560,0,2,1,0
10.67.216.213,18561,18,3,9,19
10.67.216.211,18562,1,1,0,1
10.67.216.21,18563,0,3,4,1
10.67.216.209,18564,0,2,1,0
10.67.216.207,18565,0,2,1,0
10.67.216.205,18566,22,3,8,22
10.67.216.204,18567,2,1,0,2
10.67.216.202,18568,0,2,1,0
10.67.216.201,18569,0,1,0,1
10.67.216.20,18570,0,3,1,3
10.67.216.2,18571,0,1,0,1
10.67.216.198,18572,1,1,0,1
10.67.216.197,18573,0,1,0,2
10.67.216.196,18574,0,1,0,1
10.67.216.194,18575,21,3,1,21
10.67.216.192,18576,1,1,0,1
10.67.216.190,18577,0,1,0,1
10.67.216.19,18578,0,3,2,3
10.67.216.189,18579,0,1,0,1
10.67.216.188,18580,0,1,0,151
10.67.216.185,18581,0,1,0,8
10.67.216.184,18582,0,3,1,1
10.67.216.183,18583,0,1,0,1
10.67.216.182,18584,0,1,0,7
10.67.216.18,18585,0,3,4,4
10.67.216.178,18586,0,3,1,6
10.67.216.177,18587,0,1,0,3
10.67.216.176,18588,0,3,2,1
10.67.216.175,18589,0,3,1,1
10.67.216.174,18590,0,3,4,3
10.67.216.173,18591,0,3,2,5
10.67.216.172,18592,0,3,3,7
10.67.216.170,18593,1,3,2,1
10.67.216.17,18594,0,3,1,4
10.67.216.169,18595,0,1,0,1
10.67.216.167,18596,0,1,0,1
10.67.216.166,18597,1,1,0,2
10.67.216.165,18598,0,1,0,1
10.67.216.163,18599,1,1,0,2
10.67.216.162,18600,23,3,3,29
10.67.216.161,18601,0,2,1,0
10.67.216.160,18602,0,1,0,1
10.67.216.16,18603,0,3,1,5
10.67.216.159,18604,0,1,0,8
10.67.216.158,18605,0,3,4,1
10.67.216.157,18606,31,3,4,33
10.67.216.156,18607,2,3,3,7
10.67.216.155,18608,0,3,4,1
10.67.216.154,18609,0,3,7,10
10.67.216.153,18610,1,1,0,1
10.67.216.152,18611,0,3,2,3
10.67.216.151,18612,0,3,1,5
10.67.216.150,18613,0,3,2,3
10.67.216.15,18614,0,3,1,4
10.67.216.148,18615,0,3,1,5
10.67.216.147,18616,0,3,3,9
10.67.216.146,18617,0,3,6,7
10.67.216.145,18618,0,3,7,7
10.67.216.144,18619,0,3,5,4
10.67.216.143,18620,0,3,2,1
10.67.216.142,18621,0,3,1,7
10.67.216.141,18622,0,3,4,3
10.67.216.140,18623,0,3,6,6
10.67.216.14,18624,0,3,1,2
10.67.216.139,18625,0,3,1,9
10.67.216.138,18626,0,2,4,0
10.67.216.137,18627,0,3,6,1
10.67.216.136,18628,0,3,1,1
10.67.216.135,18629,0,1,0,1
10.67.216.134,18630,0,3,1,4
