""SRCPORT"",""DSTPORT"",""VPI1"",""VCI1"",""DSTID"",""SRCID"",""COMBID""
4747,445,0,1174,28366,18218,8231
4749,53,0,1174,28366,18219,153
4749,389,0,3495,29659,24256,411
4750,53,0,1174,28366,18219,153
4750,445,0,49,28366,18340,334
4751,389,0,1174,28366,18219,153
4751,389,0,2800,30112,24254,430
4752,445,0,1174,28366,18219,153
4752,445,0,2800,30112,24254,430
4753,88,0,3495,29659,24256,411
4753,445,0,543,28366,18219,153
4753,445,0,543,28366,20834,5008
4754,445,0,2800,30111,24254,421
4754,445,0,3495,29659,24256,411
4755,445,0,159,30112,24253,424
4756,445,0,159,30111,24252,359
4757,445,0,49,28366,18281,8186
4757,445,0,159,30111,24253,431
4758,88,0,3495,29659,24256,411
4758,445,0,543,28366,18340,334
4759,445,0,179,28366,18130,27603
4759,445,0,179,28366,18357,12765
4760,445,0,179,28366,18171,27596
4761,445,0,179,28366,18169,12314
4761,445,0,543,28366,18314,12475
4763,445,0,159,29659,24242,222
4763,445,0,179,28366,18155,12418
4770,445,0,179,28366,18310,12443
4771,445,0,159,30112,24242,221
4771,445,0,179,28366,18279,404
4771,445,0,179,28366,18322,4384
4772,445,0,159,30112,24253,424
4772,445,0,1174,28366,20714,5153
4773,445,0,543,28366,18354,20946
4776,1025,0,3495,30111,24266,707
4777,445,0,179,28366,18357,12765
4777,445,0,1174,28366,18150,12340
4777,445,0,1699,28366,18279,404
4777,445,3181,9075,28366,18150,12340
4778,389,0,3495,30111,24253,431
4778,445,0,159,29659,24254,429
4779,445,0,159,29659,24242,222
4779,445,0,179,28366,18155,12418
4779,445,0,3495,30111,24253,431
4782,445,0,159,30111,24253,431
4783,445,0,159,29659,24254,429
4784,445,0,179,28366,18171,27596
4784,445,0,179,28366,18357,12765
4785,445,0,159,29659,24253,423
4786,445,0,159,29659,24242,222
4786,445,0,159,30112,24254,430
4786,445,0,179,28366,18169,12314
4786,445,0,1699,28366,18279,404
4787,389,0,3495,30112,24256,412
4788,445,0,159,30111,24254,421
4789,445,0,179,28366,18279,404
4790,445,0,179,28366,18154,2297
4790,445,0,543,28366,18311,8066
4791,88,0,3495,30112,24256,412
4791,445,0,159,30111,24256,413
4791,445,0,159,30112,24254,430
4791,445,0,1174,28366,18155,12418
4792,445,0,3495,30112,24256,412
4793,445,0,159,29659,24253,423
4793,445,0,159,30111,24254,421
4793,445,0,159,30112,24253,424
4793,445,0,3495,29659,24253,423
4794,445,0,135,29659,24255,292
4794,445,0,159,30112,24242,221
4795,445,0,49,28366,18315,21791
4795,445,0,159,30111,24253,431
4795,445,0,179,28366,18172,9000
4796,88,0,3495,30112,24256,412
4796,445,0,159,30111,24242,234
4796,445,0,179,28366,18336,14598
4797,445,0,159,30111,24254,421
4797,445,0,543,28366,18279,404
4798,445,0,543,28366,18340,334
4801,88,0,3495,30112,24256,412
4801,445,0,1174,28366,18149,10855
4801,445,0,3495,30112,24253,424
4802,445,0,3495,30111,24256,413
4803,445,0,3495,30111,24253,431
4804,389,0,3495,29659,24252,360
4805,445,0,179,28366,18322,4384
4805,445,0,179,28366,20714,5153
4806,88,0,3495,30112,24256,412
4806,445,0,179,28366,20714,5153
4808,445,0,179,28366,18155,12418
4808,445,0,179,28366,18169,12314
4808,445,0,543,28366,18340,334
4809,445,0,1174,28366,18155,12418
4810,445,0,179,28366,18124,12387
4812,389,0,3495,30112,24252,361
4812,445,0,135,29659,24256,411
4813,445,0,179,28366,18296,27221
4814,445,0,179,28366,18171,27596
4814,445,0,1696,29659,24253,423
4815,445,0,543,28366,18219,153
4815,445,0,3495,30111,24252,359
4817,445,0,49,28366,18340,334
4817,445,0,159,30112,24242,221
4819,445,0,159,29659,24242,222
4820,445,0,135,30112,24256,412
4820,445,0,159,29659,24253,423
4820,445,0,179,28366,18155,12418
4821,445,0,2800,30112,24252,361
4822,445,0,135,30111,24256,413
4822,445,0,543,28366,18279,404
4822,445,0,1174,28366,18340,334
4822,445,0,1696,30112,24253,424
4823,445,0,543,28366,18352,8122
4823,445,0,2800,30111,24252,359
4824,445,0,179,28366,18169,12314
4824,445,0,1696,30111,24253,431
4825,445,0,179,28366,18352,8122
4827,445,0,159,30111,24242,234
4827,445,0,159,30112,24242,221
4827,445,0,179,28366,18156,12317
4827,445,0,179,28366,18357,12765
4827,445,0,1696,29659,24254,429
4828,445,0,1174,28366,18155,12418
4828,445,0,1174,28366,18280,402
4829,445,0,159,30111,24242,234
4831,445,0,159,30112,24253,424
4832,445,0,179,28366,18186,17995
4834,445,0,1174,28366,18150,12340
4834,445,0,1174,28366,18155,12418
4834,445,3181,9075,28366,18150,12340
4835,445,0,179,28366,18155,12418
4835,445,0,179,28366,18296,27221
4836,445,0,179,28366,18310,12443
4839,445,0,543,28366,18314,12475
4841,445,0,135,29659,24256,411
4841,445,0,159,30111,24253,431
4843,445,0,153,29659,24255,292
4843,445,0,179,28366,18336,14598
4846,445,0,179,28366,20834,5008
4847,445,0,1174,28366,18280,402
4849,445,0,135,30112,24256,412
4849,445,0,159,29659,24252,360
4849,445,0,543,28366,20834,5008
4850,445,0,179,28366,18279,404
4850,445,0,1174,28366,18340,334
4851,445,0,135,30111,24256,413
4851,445,0,153,30112,24255,296
4851,445,0,179,28366,18154,2297
4851,445,0,543,28366,18354,20946
4852,445,0,1699,28366,18279,404
4853,445,0,153,30111,24255,294
4853,445,0,179,28366,18357,12765
4853,445,0,543,28366,18279,404
4854,445,0,159,29659,24256,411
4854,445,0,179,28366,18279,404
4855,445,0,159,29659,24253,423
4856,445,0,1174,28366,18149,10855
4857,135,0,3495,30111,24266,707
4858,445,0,159,30112,24253,424
4858,445,0,543,28366,18340,334
4858,1025,0,3495,30111,24266,707
4859,445,0,179,28366,18186,17995
4859,1025,0,3495,30111,24266,707
4860,445,0,179,28366,18219,153
4860,445,0,179,28366,18296,27221
4860,445,0,1174,28366,18114,9402
4861,445,0,1174,28366,18150,12340
4861,445,3181,9075,28366,18150,12340
4862,445,0,159,30112,24256,412
4862,445,0,179,28366,18322,4384
4863,445,0,179,28366,18154,2297
4864,445,0,159,30111,24256,413
4865,445,0,1696,30112,24254,430
4868,445,0,159,30111,24253,431
4869,445,0,179,28366,18156,12317
4869,445,0,543,28366,18354,20946
4870,445,0,49,28366,18219,153
4870,445,0,179,28366,18124,12387
4871,445,0,49,28366,18315,21791
4871,445,0,179,28366,18336,14598
4871,445,0,543,28366,20875,19059
4872,445,0,179,28366,18154,2297
4873,445,0,179,28366,18155,12418
4874,445,0,1174,28366,18149,10855
4875,445,0,49,28366,18354,20946
4875,445,0,179,28366,20714,5153
4875,445,0,1696,30111,24254,421
4876,445,0,179,28366,18154,2297
4877,445,0,159,29659,24253,423
4880,445,0,179,28366,18357,12765
4881,445,0,49,28366,18340,334
4881,445,0,179,28366,18124,12387
4882,445,0,179,28366,18279,404
4883,445,0,179,28366,18171,27596
4883,445,0,1174,28366,18114,9402
4884,445,0,159,29659,24253,423
4885,445,0,159,30112,24253,424
4886,445,0,159,29659,24242,222
4887,445,0,159,29659,24242,222
4887,445,0,159,29659,24254,429
4887,445,0,159,30111,24253,431
4887,445,0,159,30112,24252,361
4887,445,0,179,28366,18296,27221
4889,445,0,543,28366,18219,153
4890,445,0,179,28366,18219,153
4890,445,0,179,28366,18296,27221
4890,445,0,543,28366,18340,334
4892,445,0,159,30112,24253,424
4893,445,0,159,30112,24253,424
4894,445,0,159,30111,24253,431
4894,445,0,159,30112,24242,221
4894,445,0,179,28366,20714,5153
4895,445,0,159,30112,24242,221
4895,445,0,159,30112,24254,430
4896,445,0,159,30111,24242,234
4896,445,0,179,28366,18169,12314
4897,445,0,159,30111,24242,234
4897,445,0,159,30111,24252,359
4897,445,0,159,30111,24254,421
4897,445,0,543,28366,18340,334
4900,445,0,543,28366,18279,404
4900,445,0,1174,28366,18149,10855
4903,445,0,159,30111,24253,431
4904,445,0,179,28366,18336,14598
4907,445,0,159,29659,24255,292
4907,445,0,179,28366,18154,2297
4911,445,0,179,28366,18310,12443
4911,445,0,543,28366,18279,404
4913,445,0,179,28366,20834,5008
4913,1025,0,3495,30111,24266,707
4914,445,0,543,28366,18311,8066
4914,445,0,543,28366,20834,5008
4915,445,0,159,30112,24255,296
4915,445,0,543,28366,18311,8066
4917,445,0,179,28366,18155,12418
4918,445,0,159,30111,24255,294
4922,445,0,159,29659,24253,423
4922,445,0,179,28366,20714,5153
4923,445,0,1174,28366,18155,12418
4923,1603,0,1174,28358,18354,16777
4924,445,0,159,29659,24252,360
4924,445,0,179,28366,18156,12317
4924,445,0,179,28366,18169,12314
4927,445,0,159,29659,24253,423
4928,445,0,1174,28366,18340,334
4932,445,0,159,30112,24252,361
4933,445,0,543,28366,18354,20946
4934,445,0,159,30111,24252,359
4935,445,0,159,30112,24253,424
4935,445,0,3495,29659,24242,222
4936,389,0,3495,29659,24254,429
4936,445,0,159,29659,24255,292
4936,445,0,159,30111,24256,413
4936,445,0,179,28366,18155,12418
4937,445,0,159,30111,24253,431
4938,445,0,179,28366,18155,12418
4938,445,0,179,28366,18322,4384
4939,445,0,179,28366,18169,12314
4940,88,0,3495,29659,24254,429
4941,445,0,3495,29659,24254,429
4942,445,0,179,28366,18279,404
4942,445,0,3495,29659,24256,411
4943,445,0,3495,30112,24242,221
4944,445,0,159,30112,24255,296
4945,88,0,3495,29659,24254,429
4945,445,0,1174,28366,18114,9402
4946,445,0,159,30111,24255,294
4946,445,0,543,28366,18314,12475
4946,445,0,543,28366,18340,334
4946,445,0,3495,30112,24256,412
4947,445,0,179,28366,18156,12317
4948,445,0,1699,28366,18279,404
4949,445,0,179,28366,18296,27221
4951,445,0,159,29659,24255,292
4952,445,0,179,28366,18130,27603
4952,445,0,179,28366,18171,27596
4952,445,0,543,28366,18340,334
4955,445,0,543,28366,18352,8122
4956,445,0,179,28366,18160,12772
4958,445,0,179,28366,18124,12387
4959,389,0,3495,30111,24242,234
4959,445,0,49,28366,18340,334
4959,445,0,159,30112,24255,296
4959,445,0,179,28366,18279,404
4960,445,0,1699,28366,18279,404
4960,445,0,3495,30111,24242,234
4961,445,0,159,30111,24255,294
4961,445,0,179,28366,20879,8020
4961,445,0,1696,29659,24253,423
4962,389,0,3495,30112,24254,430
4962,445,0,1174,28366,18155,12418
4964,445,0,153,29659,24253,423
4966,88,0,3495,30112,24254,430
4966,445,0,159,29659,24252,360
4966,445,0,179,28366,18169,12314
4966,445,0,179,28366,18296,27221
4967,445,0,159,29659,24252,360
4967,445,0,3495,30112,24254,430
4969,445,0,159,29659,24255,292
4969,445,0,1696,30112,24253,424
4971,88,0,3495,30112,24254,430
4971,445,0,1696,30111,24253,431
4972,445,0,153,30112,24253,424
4973,445,0,1174,28366,18150,12340
4973,445,3181,9075,28366,18150,12340
4974,445,0,159,30112,24252,361
4975,445,0,159,30112,24252,361
4975,445,0,179,28366,18154,2297
4976,88,0,3495,30112,24254,430
4976,445,0,159,30111,24252,359
4977,445,0,159,30111,24252,359
4977,445,0,159,30112,24255,296
4978,445,0,179,28366,18160,12772
4979,135,0,3495,30111,24266,707
4979,445,0,159,30111,24255,294
4979,445,0,179,28366,18171,27596
4980,1025,0,3495,30111,24266,707
4981,88,0,3495,30112,24254,430
4981,445,0,49,28366,18340,334
4981,445,0,179,28366,18154,2297
4981,445,0,179,28366,20714,5153
4982,445,0,159,29659,24256,411
4982,445,0,543,28366,18311,8066
4982,445,0,1174,28366,18149,10855
4982,1025,0,3495,30111,24266,707
4983,445,0,159,30111,24255,294
4985,445,0,179,28366,20714,5153
4986,445,0,179,28366,18322,4384
4987,389,0,3495,29659,24254,429
4987,445,0,159,29659,24252,360
4988,445,0,3495,29659,24254,429
4990,445,0,159,30112,24256,412
4991,445,0,179,28366,18154,2297
4992,445,0,159,30111,24256,413
4993,389,0,3495,30112,24254,430
4994,445,0,159,29659,24254,429
4994,445,0,3495,30112,24254,430
4995,389,0,3495,29659,24256,411
4995,445,0,159,30112,24252,361
4995,445,0,543,28366,18219,153
4996,445,0,3495,29659,24256,411
4997,445,0,159,30111,24252,359
4997,445,0,543,28366,18354,20946
4997,445,0,1174,28366,18340,334
4999,445,0,179,28366,18336,14598
5001,389,0,3495,30112,24256,412
5001,445,0,159,29659,24254,429
5002,445,0,159,29659,24252,360
5002,445,0,159,29659,24254,429
5002,445,0,159,30112,24254,430
5003,445,0,179,28366,18219,153
5004,445,0,159,30111,24254,421
5004,445,0,3495,30112,24256,412
5005,389,0,3495,30111,24256,413
5007,445,0,159,29659,24253,423
5007,445,0,3495,30111,24256,413
5009,445,0,159,30112,24254,430
5010,445,0,159,29659,24256,411
5011,445,0,159,30111,24254,421
5015,445,0,159,30112,24253,424
5016,389,0,2800,29659,24256,411
5017,445,0,159,30111,24253,431
5018,445,0,2800,29659,24256,411
5024,445,0,159,30112,24256,412
5025,389,0,2800,30112,24256,412
5026,445,0,159,30111,24256,413
5026,445,0,2800,30112,24256,412
5028,445,0,2800,30111,24256,413
5029,445,0,159,29659,24254,429
5031,445,0,543,28366,18219,153
5035,445,0,49,28366,18219,153
5036,445,0,159,29659,24252,360
5037,445,0,159,30112,24254,430
5038,445,0,159,29659,24253,423
5039,445,0,159,30111,24254,421
5040,445,0,159,30112,24252,361
5040,445,0,159,30112,24254,430
5042,445,0,1696,29659,24253,423
5046,445,0,159,30112,24253,424
5046,445,0,179,28366,18219,153
5050,445,0,159,30111,24252,359
5050,445,0,159,30111,24254,421
5050,445,0,1696,30112,24253,424
5052,445,0,1696,30111,24253,431
5062,53,0,1174,28366,18219,153
5063,53,0,1174,28366,18219,153
5064,389,0,1174,28366,18219,153
5064,445,0,159,30111,24253,431
5065,445,0,1174,28366,18219,153
5073,445,0,159,29659,24255,292
5073,445,0,1684,29659,24253,423
5074,445,0,159,30112,24252,361
5078,445,0,159,29659,24252,360
5081,445,0,159,30112,24255,296
5081,445,0,1684,30112,24253,424
5083,445,0,159,30111,24255,294
5083,445,0,1684,30111,24253,431
5084,445,0,159,30111,24252,359
5086,445,0,159,30112,24252,361
5088,445,0,159,30111,24252,359
5096,445,0,1174,28366,18150,12340
5096,445,3181,9075,28366,18150,12340
5097,445,0,2133,29659,24253,423
5105,445,0,2133,30112,24253,424
5107,445,0,2133,30111,24253,431
5108,445,0,1696,29659,24253,423
5109,445,0,159,29659,24253,423
5113,445,0,159,29659,24253,423
5117,445,0,159,30112,24253,424
5117,445,0,1696,30112,24253,424
5119,445,0,159,30111,24253,431
5119,445,0,1696,30111,24253,431
5121,445,0,159,30112,24253,424
5122,389,0,3495,29659,24256,411
5123,389,0,3495,29659,24252,360
5123,445,0,159,30111,24253,431
5123,445,0,3495,29659,24256,411
5130,389,0,3495,30112,24256,412
5131,445,0,543,28366,18219,153
5131,445,0,3495,30112,24256,412
5133,445,0,3495,30111,24256,413
5135,445,0,159,29659,24242,222
5135,445,0,159,29659,24254,429
5136,445,0,1696,29659,24255,292
5141,445,0,159,29659,24252,360
5142,445,0,179,28366,18314,12475
5143,445,0,159,30112,24242,221
5143,445,0,159,30112,24254,430
5145,445,0,159,30111,24242,234
5145,445,0,159,30111,24254,421
5149,445,0,159,30112,24252,361
5151,445,0,159,30111,24252,359
5151,445,0,3495,29659,24253,423
5152,445,0,543,28366,18315,21791
5154,445,0,179,28366,18219,153
5159,445,0,3495,30112,24253,424
5160,389,0,3495,30111,24253,431
5161,445,0,3495,30111,24253,431
5167,445,0,159,29659,24256,411
5173,445,0,159,29659,24254,429
5174,445,0,1696,30112,24255,296
5174,445,0,3495,29659,24242,222
5175,445,0,159,29659,24252,360
5181,445,0,159,30112,24252,361
5181,445,0,179,28366,18219,153
5182,445,0,49,28366,18219,153
5182,445,0,159,29659,24242,222
5182,445,0,3495,30112,24242,221
5183,445,0,159,30111,24252,359
5184,445,0,1696,30111,24255,294
5185,445,0,3495,30111,24242,234
5188,445,0,1696,29659,24252,360
5190,445,0,179,28366,18219,153
5194,445,0,159,29659,24254,429
5199,445,0,159,29659,24242,222
5205,445,0,159,30112,24256,412
5206,445,0,159,29659,24253,423
5206,445,0,159,29659,24256,411
5207,445,0,159,30112,24242,221
5209,53,0,1174,28366,18219,153
5209,445,0,159,30111,24242,234
5210,53,0,1174,28366,18219,153
5211,389,0,1174,28366,18219,153
5211,445,0,159,30112,24254,430
5212,445,0,1174,28366,18219,153
5214,445,0,159,30112,24256,412
5215,445,0,159,30111,24256,413
5216,445,0,159,30111,24253,431
5216,445,0,159,30111,24256,413
5220,445,0,135,30111,24254,421
5220,445,0,159,30112,24242,221
5221,445,0,135,29659,24255,292
5221,445,0,159,30111,24254,421
5222,445,0,1684,29659,24255,292
5224,389,0,3495,30111,24242,234
5225,445,0,3495,30111,24242,234
5226,445,0,1696,30112,24252,361
5229,445,0,135,30112,24255,296
5230,445,0,159,30111,24242,234
5230,445,0,1684,30112,24255,296
5231,445,0,159,29659,24242,222
5232,445,0,1684,30111,24255,294
5236,445,0,1696,30111,24252,359
5239,445,0,1696,29659,24253,423
5244,445,0,159,29659,24255,292
5247,445,0,1696,30112,24253,424
5248,445,0,159,29659,24255,292
5249,445,0,1696,30111,24253,431
5252,445,0,159,30112,24255,296
5254,445,0,159,30111,24255,294
5254,445,0,159,30112,24255,296
5256,445,0,159,29659,24242,222
5256,445,0,159,30111,24255,294
5256,445,0,159,30112,24255,296
5258,445,0,159,30111,24255,294
5259,445,0,159,30111,24252,359
5264,445,0,153,29659,24253,423
5269,445,0,159,30112,24242,221
5270,445,0,159,29659,24256,411
5274,445,0,543,28366,18219,153
5276,445,0,159,30112,24256,412
5278,445,0,159,30111,24256,413
5279,445,0,159,30111,24242,234
5280,445,0,135,29659,24255,292
5293,445,0,179,28366,18219,153
5294,445,0,159,30112,24242,221
5295,445,0,159,29659,24252,360
5302,445,0,153,30112,24253,424
5302,445,0,159,29659,24255,292
5303,445,0,159,30112,24252,361
5304,445,0,159,29659,24255,292
5304,445,0,159,30111,24242,234
5305,445,0,159,30111,24252,359
5310,445,0,159,30112,24255,296
5312,445,0,159,30111,24255,294
5312,445,0,179,28366,18154,2297
5318,445,0,135,30112,24255,296
5320,445,0,3495,29659,24242,222
5322,445,0,159,29659,24255,292
5324,445,0,179,28366,18219,153
5325,445,0,159,29659,24252,360
5327,445,0,179,28366,18195,63837
5328,445,0,179,28366,18219,153
5328,445,0,3495,30112,24242,221
5329,389,0,3495,30111,24242,234
5330,445,0,159,30112,24255,296
5331,445,0,3495,30111,24242,234
5332,445,0,159,30111,24255,294
5333,445,0,159,30112,24252,361
5335,389,0,2800,29659,24256,411
5335,445,0,159,30111,24252,359
5336,445,0,1684,29659,24256,411
5336,445,0,2800,29659,24256,411
5340,445,0,159,29659,24256,411
5342,445,0,159,30112,24255,296
5343,389,0,2800,30112,24256,412
5344,445,0,1684,30112,24256,412
5344,445,0,2800,30112,24256,412
5346,445,0,1684,30111,24256,413
5346,445,0,2800,30111,24256,413
5352,445,0,159,30111,24255,294
5364,445,0,159,29659,24252,360
5364,445,0,179,28366,18154,2297
5366,445,0,159,30112,24256,412
5368,445,0,1696,29659,24242,222
5370,445,0,159,30112,24252,361
5372,445,0,159,30111,24252,359
5376,445,0,159,30111,24256,413
5376,445,0,1696,30112,24242,221
5378,445,0,1696,30111,24242,234
5386,445,0,543,28366,18280,402
5387,445,0,159,29659,24254,429
5395,445,0,159,30112,24254,430
5397,445,0,159,30111,24254,421
5398,445,0,3495,29659,24242,222
5400,445,0,1696,29659,24252,360
5406,445,0,3495,30112,24242,221
5407,389,0,3495,30111,24242,234
5408,445,0,1696,30112,24252,361
5410,445,0,1696,30111,24252,359
5410,445,0,3495,30111,24242,234
5412,445,0,159,29659,24256,411
5417,389,0,3495,29659,24254,429
5418,445,0,543,28366,18219,153
5418,445,0,3495,29659,24254,429
5420,445,0,159,30112,24256,412
5422,445,0,159,30111,24256,413
5424,445,0,1696,29659,24253,423
5425,389,0,3495,30112,24254,430
5426,445,0,3495,30112,24254,430
5429,445,0,3495,30111,24254,421
5432,445,0,1696,30112,24253,424
5434,445,0,1696,30111,24253,431
5436,445,0,159,29659,24255,292
5436,445,0,1696,29659,24256,411
5442,445,0,179,28366,18219,153
5444,445,0,159,30112,24255,296
5444,445,0,1696,30112,24256,412
5445,53,0,1174,28366,18219,153
5446,53,0,1174,28366,18219,153
5446,445,0,159,30111,24255,294
5446,445,0,1696,30111,24256,413
5447,445,0,159,29659,24254,429
5448,445,0,1696,29659,24252,360
5450,445,0,159,29659,24252,360
5453,389,0,1174,28366,18219,153
5453,445,0,153,29659,24253,423
5454,445,0,1174,28366,18219,153
5456,445,0,1696,29659,24255,292
5457,445,0,159,30111,24253,431
5458,445,0,159,30112,24252,361
5460,445,0,159,30111,24252,359
5461,445,0,153,30112,24253,424
5463,445,0,153,30111,24253,431
5463,445,0,159,29659,24242,222
5465,445,0,1696,30112,24255,296
5468,389,0,3495,29659,24256,411
5469,445,0,135,29659,24253,423
5470,445,0,1696,30111,24255,294
5470,445,0,3495,29659,24256,411
5471,445,0,159,30112,24242,221
5471,445,0,543,28366,18219,153
5473,445,0,159,30111,24242,234
5474,389,0,3495,30111,24253,431
5475,389,0,3495,30112,24256,412
5475,445,0,135,30112,24253,424
5475,445,0,3495,30111,24253,431
5476,445,0,159,29659,24255,292
5476,445,0,3495,30112,24256,412
5477,389,0,3495,30111,24256,413
5478,445,0,3495,30111,24256,413
5482,445,0,1696,29659,24253,423
5484,445,0,159,30112,24255,296
5484,445,0,179,28366,18219,153
5485,445,0,159,30112,24254,430
5486,445,0,159,30111,24255,294
5486,445,0,1696,30112,24252,361
5490,445,0,1696,30112,24253,424
5492,445,0,1696,30111,24253,431
5495,445,0,49,28366,18219,153
5495,445,0,159,30111,24254,421
5496,445,0,1696,30111,24252,359
5499,445,0,159,29659,24253,423
5501,445,0,1174,28366,18219,153
5506,445,0,2133,29659,24256,411
5507,445,0,159,30112,24253,424
5508,445,0,159,29659,24253,423
5509,445,0,159,30111,24253,431
5514,445,0,2133,30112,24256,412
5515,389,0,3495,29659,24255,292
5516,445,0,159,29659,24242,222
5516,445,0,159,30112,24253,424
5516,445,0,2133,30111,24256,413
5516,445,0,3495,29659,24255,292
5518,445,0,159,30111,24253,431
5521,389,0,3495,29659,24254,429
5521,389,0,3495,30112,24255,296
5522,445,0,3495,30112,24255,296
5523,389,0,3495,30111,24255,294
5524,445,0,159,30112,24242,221
5524,445,0,3495,30111,24255,294
5525,88,0,3495,29659,24254,429
5526,445,0,159,29659,24256,411
5526,445,0,159,30111,24242,234
5526,445,0,3495,29659,24254,429
5529,445,0,159,29659,24254,429
5529,445,0,159,29659,24256,411
5530,88,0,3495,29659,24254,429
5531,445,0,159,29659,24256,411
5532,445,0,2800,29659,24255,292
5537,445,0,159,30112,24254,430
5537,445,0,159,30112,24256,412
5539,445,0,159,30111,24254,421
5539,445,0,159,30111,24256,413
5539,445,0,159,30112,24256,412
5540,389,0,3495,29659,24256,411
5541,445,0,3495,29659,24256,411
5545,445,0,179,28366,18311,8066
5546,389,0,3495,30112,24256,412
5546,445,0,1696,29659,24254,429
5547,445,0,3495,30112,24256,412
5549,445,0,3495,30111,24256,413
5552,445,0,159,29659,24254,429
5554,445,0,1696,30112,24254,430
5555,445,0,1696,29659,24256,411
5556,445,0,1696,30111,24254,421
5559,389,0,3495,30112,24254,430
5563,88,0,3495,30112,24254,430
5563,445,0,1696,30112,24256,412
5564,445,0,159,29659,24255,292
5564,445,0,159,30112,24256,412
5564,445,0,3495,30112,24254,430
5565,445,0,1696,30111,24256,413
5566,445,0,159,30112,24252,361
5568,88,0,3495,30112,24254,430
5568,445,0,159,30111,24252,359
5569,88,0,2800,30111,24255,294
5569,445,0,159,29659,24253,423
5570,445,0,2800,30112,24255,296
5572,445,0,159,29659,24256,411
5572,445,0,543,28366,18219,153
5573,88,0,3495,30112,24254,430
5574,88,0,2800,30111,24255,294
5574,445,0,3495,30111,24254,421
5576,389,0,2800,30111,24255,294
5577,445,0,135,30111,24252,359
5577,445,0,159,30112,24253,424
5578,88,0,3495,30112,24254,430
5579,445,0,159,30111,24253,431
5579,445,0,179,28366,18219,153
5580,88,0,2800,30111,24255,294
5580,445,0,159,30112,24256,412
5581,445,0,159,29659,24242,222
5581,445,0,159,29659,24255,292
5581,445,0,2800,30111,24255,294
5582,445,0,159,30111,24256,413
5585,88,0,2800,30111,24255,294
5586,445,0,159,29659,24255,292
5587,445,0,3495,29659,24255,292
5589,445,0,159,30112,24242,221
5589,445,0,159,30112,24255,296
5590,445,0,159,30112,24254,430
5591,445,0,159,30111,24242,234
5594,445,0,159,29659,24242,222
5594,445,0,159,30112,24255,296
5596,445,0,159,30111,24255,294
5600,445,0,159,29659,24256,411
5600,445,0,159,30111,24254,421
5602,445,0,159,30112,24242,221
5602,445,0,159,30112,24255,296
5603,445,0,179,28366,18219,153
5604,445,0,159,30111,24242,234
5607,445,0,159,29659,24253,423
5608,53,0,1174,28366,18219,153
5608,445,0,159,30112,24256,412
5609,53,0,1174,28366,18219,153
5610,445,0,159,29659,24242,222
5610,445,0,159,30111,24256,413
5610,445,0,159,30112,24255,296
5615,445,0,135,30111,24256,413
5616,389,0,1174,28366,18219,153
5617,389,0,3495,29659,24256,411
5617,445,0,1174,28366,18219,153
5618,445,0,159,30112,24242,221
5618,445,0,3495,29659,24256,411
5620,445,0,159,30111,24242,234
5623,389,0,3495,30112,24256,412
5624,88,0,3495,30111,24255,294
5624,445,0,3495,30112,24256,412
5625,389,0,3495,30111,24256,413
5625,445,0,3495,30112,24255,296
5627,445,0,159,29659,24252,360
5627,445,0,3495,30111,24256,413
5629,88,0,3495,30111,24255,294
5630,389,0,3495,30111,24255,294
5630,445,0,179,28366,18219,153
5634,88,0,3495,30111,24255,294
5635,445,0,159,30112,24252,361
5635,445,0,3495,30111,24255,294
5637,445,0,159,30111,24252,359
5637,445,0,159,30111,24255,294
5639,88,0,3495,30111,24255,294
5640,389,0,3495,29659,24254,429
5641,445,0,3495,29659,24254,429
5642,389,0,3495,29659,24254,429
5643,445,0,3495,29659,24254,429
5645,445,0,159,29659,24252,360
5645,445,0,159,30112,24253,424
5646,445,0,1696,29659,24254,429
5647,445,0,135,29659,24242,222
5648,389,0,3495,29659,24256,411
5648,389,0,3495,30112,24254,430
5649,445,0,3495,29659,24256,411
5649,445,0,3495,30112,24254,430
5651,445,0,3495,30111,24254,421
5652,445,0,179,28366,18219,153
5653,445,0,159,30112,24252,361
5654,389,0,3495,30112,24256,412
5654,445,0,1696,30112,24254,430
5655,445,0,135,30112,24242,221
5655,445,0,159,30111,24252,359
5655,445,0,159,30111,24253,431
5655,445,0,3495,30112,24256,412
5656,389,0,3495,30111,24256,413
5656,445,0,159,29659,24256,411
5656,445,0,1696,30111,24254,421
5657,445,0,3495,30111,24256,413
5659,445,0,2133,29659,24255,292
5660,445,0,1696,29659,24253,423
5661,389,0,3495,30111,24253,431
5662,445,0,3495,30111,24253,431
5663,445,0,49,28366,18219,153
5664,445,0,159,30112,24256,412
5665,445,0,2133,29659,24254,429
5666,445,0,159,30111,24256,413
5667,445,0,2133,30112,24255,296
5669,445,0,1696,30112,24253,424
5669,445,0,2133,30111,24255,294
5670,445,0,159,29659,24252,360
5671,445,0,1696,29659,24256,411
5671,445,0,1696,30111,24253,431
5673,445,0,2133,30112,24254,430
5675,445,0,2133,30111,24254,421
5678,445,0,159,30112,24252,361
5679,445,0,543,28366,18219,153
5679,445,0,1696,30112,24256,412
5680,445,0,159,30111,24252,359
5681,445,0,1696,30111,24256,413
5684,445,0,1696,29659,24242,222
5687,445,0,3495,30111,24255,294
5691,445,0,159,29659,24256,411
5695,445,0,1696,30111,24254,421
5695,445,0,3495,29659,24255,292
5696,445,0,159,29659,24256,411
