srcid,dstid,Sequence
25489,11369,47119
22122,28367,47120
20836,4230,47121
26688,18313,47122
5291,28367,47123
27774,28367,47124
18217,24912,47125
9157,28152,47126
30955,24660,47127
12941,28349,47128
28151,20753,47129
2690,30696,47130
27114,20753,47131
28152,21315,47132
28921,556,47133
26204,21817,47134
1183,21146,47135
7221,22243,47136
5868,19442,47137
9737,21855,47138
23349,9597,47139
28361,27307,47140
29289,17981,47141
26369,21856,47142
29545,18150,47143
30756,18159,47144
28152,18169,47145
26687,18282,47146
26687,19274,47147
29066,12162,47148
2642,15657,47149
3381,28055,47150
16918,28261,47151
18169,28368,47152
28629,18972,47153
1419,19117,47154
29083,18226,47155
28105,18225,47156
3670,28816,47157
18225,4678,47158
2436,30059,47159
9462,4448,47160
18048,28367,47161
504,28964,47162
17497,28367,47163
16367,28921,47164
18282,28919,47165
18155,28389,47166
19576,29066,47167
6389,29217,47168
18623,28367,47169
1936,26034,47170
3799,25477,47171
18223,25477,47172
4107,25905,47173
14045,28228,47174
18458,29066,47175
18358,28315,47176
1005,29791,47177
24255,6098,47178
18169,2691,47179
18276,11453,47180
6835,28367,47181
15540,28366,47182
18352,28991,47183
9294,28367,47184
6802,28367,47185
18221,6007,47186
19605,28389,47187
18150,30361,47188
18150,26153,47189
17591,28235,47190
6732,27816,47191
18478,28367,47192
17247,25430,47193
2460,29609,47194
24172,29694,47195
9792,14195,47196
20834,7548,47197
5887,22909,47198
18227,16151,47199
24225,29703,47200
10272,26279,47201
17947,28376,47202
7277,30112,47203
18317,28938,47204
3666,26688,47205
24267,29819,47206
24171,30050,47207
24246,26126,47208
18355,28918,47209
19022,24910,47210
3740,25221,47211
18296,6069,47212
13215,28367,47213
19231,28927,47214
18114,28371,47215
9215,18398,47216
18227,3382,47217
20683,28336,47218
14713,10092,47219
9454,28147,47220
4189,29830,47221
18227,30385,47222
18227,30388,47223
18170,28412,47224
24257,1463,47225
24246,11459,47226
24284,29659,47227
19685,30876,47228
20683,29050,47229
13436,29030,47230
18219,24908,47231
26279,23058,47232
18307,3122,47233
19664,28389,47234
14121,22789,47235
25733,28228,47236
13388,28261,47237
20836,2691,47238
3593,28788,47239
18972,28369,47240
17592,28371,47241
17252,11375,47242
10584,27124,47243
12787,25477,47244
20762,25233,47245
16967,24901,47246
27394,5779,47247
10899,13538,47248
9439,25430,47249
20665,4831,47250
26742,23037,47251
25803,14628,47252
20446,28412,47253
1934,28367,47254
19243,7593,47255
24252,29754,47256
48,26134,47257
20843,13792,47258
11250,22975,47259
5493,3911,47260
25685,24661,47261
18972,29064,47262
25722,29067,47263
16346,28439,47264
5443,25361,47265
22431,29515,47266
23493,2805,47267
12209,4421,47268
22422,29571,47269
23993,29660,47270
24246,29577,47271
7008,27816,47272
18251,13005,47273
435,28105,47274
17665,29545,47275
24272,30112,47276
18163,28991,47277
18274,24912,47278
691,28367,47279
17745,22580,47280
18229,24911,47281
18114,25429,47282
18219,29550,47283
17745,26223,47284
17745,26249,47285
17723,26256,47286
17745,26267,47287
16199,26256,47288
14291,26231,47289
25615,26325,47290
17705,26256,47291
19557,26302,47292
5153,25983,47293
26291,26579,47294
18169,1357,47295
18202,10301,47296
20718,28580,47297
20670,6058,47298
18354,4448,47299
7272,29660,47300
24124,6092,47301
24183,29649,47302
5321,28921,47303
4186,29660,47304
24279,29693,47305
4209,29580,47306
12130,29455,47307
30957,10088,47308
2838,26012,47309
18129,29545,47310
24251,30111,47311
24270,25279,47312
3281,26597,47313
10697,27114,47314
2200,28367,47315
18304,18528,47316
20753,24612,47317
7030,30216,47318
18243,29066,47319
478,28105,47320
20724,25430,47321
6799,18554,47322
16332,18554,47323
17299,28367,47324
2430,29609,47325
12162,28064,47326
17745,7421,47327
16202,26289,47328
17745,26311,47329
17745,26318,47330
19557,26267,47331
14291,26289,47332
17711,26256,47333
14768,28367,47334
17745,11246,47335
17737,26256,47336
17772,26254,47337
17745,26239,47338
18868,26252,47339
13329,26289,47340
17387,26289,47341
12069,26279,47342
16867,26276,47343
27191,4345,47344
1600,28614,47345
19490,26299,47346
19490,26289,47347
6668,26078,47348
12069,26364,47349
12244,25477,47350
6915,26289,47351
21327,28991,47352
20203,11258,47353
13328,5887,47354
24242,2794,47355
24207,29791,47356
21299,24677,47357
20038,28378,47358
18298,25057,47359
18184,25074,47360
20753,24893,47361
18355,28924,47362
2424,30113,47363
18719,28366,47364
1928,26041,47365
18114,25427,47366
17172,25436,47367
18161,25449,47368
25715,29066,47369
5736,29659,47370
24709,25074,47371
1034,30113,47372
24347,30117,47373
19339,25477,47374
20671,24680,47375
23349,852,47376
23349,5114,47377
23356,3083,47378
12714,21784,47379
23349,13897,47380
26661,21855,47381
23348,10924,47382
22542,21747,47383
23348,31051,47384
23333,21853,47385
23333,31052,47386
990,9533,47387
2381,16036,47388
23285,21852,47389
23349,13928,47390
23349,11789,47391
26661,21852,47392
23342,21852,47393
23349,2265,47394
23349,13851,47395
23424,9594,47396
29867,816,47397
4880,27703,47398
23349,21254,47399
2381,21852,47400
4120,21852,47401
23213,21852,47402
2381,16022,47403
9852,12498,47404
11036,21852,47405
23349,10924,47406
23349,21666,47407
23351,21852,47408
29867,9607,47409
986,21847,47410
22374,21747,47411
23349,13225,47412
29867,4641,47413
10962,14866,47414
7221,22240,47415
7221,21852,47416
22384,21852,47417
23349,12520,47418
23419,21154,47419
24655,27690,47420
22757,21852,47421
5687,19893,47422
12653,21254,47423
23349,4473,47424
2648,16022,47425
22384,21747,47426
22741,21852,47427
9737,5951,47428
23349,17143,47429
22719,21620,47430
156,19146,47431
23285,5582,47432
23349,857,47433
5759,27676,47434
25196,4873,47435
2963,21852,47436
24633,21868,47437
23349,13940,47438
23120,21856,47439
24655,21884,47440
26661,21631,47441
23349,21631,47442
5687,22240,47443
23422,21413,47444
26661,27656,47445
5627,25864,47446
22543,21762,47447
23342,829,47448
24180,12508,47449
23349,21880,47450
23356,21852,47451
23349,9607,47452
8104,19439,47453
23349,5586,47454
23349,8878,47455
4120,17091,47456
23349,21461,47457
5916,2075,47458
5687,19410,47459
9737,21852,47460
27915,21461,47461
23349,3181,47462
23349,4940,47463
25196,21852,47464
10214,21549,47465
22357,21868,47466
29416,21534,47467
23304,16024,47468
11129,14846,47469
23349,21205,47470
22443,21852,47471
23349,9594,47472
7169,22230,47473
12653,26523,47474
29867,21549,47475
24440,3987,47476
3399,21852,47477
24440,21852,47478
23349,21549,47479
9737,21968,47480
23285,21847,47481
23349,9620,47482
23349,19439,47483
23349,31051,47484
23287,21852,47485
29870,21549,47486
23349,21072,47487
22719,21852,47488
23349,10041,47489
29867,12491,47490
23349,22240,47491
4218,17106,47492
23349,14866,47493
25196,14866,47494
9852,21114,47495
8787,20069,47496
2319,16022,47497
23349,16022,47498
23349,4004,47499
23349,12526,47500
2384,14061,47501
23342,21923,47502
9737,5046,47503
24440,21608,47504
25395,21854,47505
26661,21503,47506
22374,21733,47507
5759,21852,47508
12653,21852,47509
990,21884,47510
6101,21549,47511
24440,5571,47512
2913,15954,47513
24701,5602,47514
1643,21254,47515
27907,21456,47516
990,21154,47517
26661,7113,47518
23347,14866,47519
24633,21884,47520
11123,9578,47521
10214,20049,47522
23349,27442,47523
23349,274,47524
27915,22194,47525
2381,26882,47526
23213,21868,47527
28796,21461,47528
24646,21473,47529
12722,21254,47530
26661,21847,47531
23353,21818,47532
23953,21852,47533
23349,21534,47534
24655,870,47535
6433,26737,47536
22770,21890,47537
22374,9573,47538
23355,21549,47539
12652,21254,47540
29092,18227,47541
22374,21436,47542
19642,24906,47543
17247,25437,47544
18950,28369,47545
27915,21852,47546
22374,4004,47547
2381,15990,47548
24440,21461,47549
23304,21551,47550
25196,21847,47551
4235,3534,47552
23353,2265,47553
23284,21930,47554
9921,21890,47555
26369,21847,47556
26188,21798,47557
26188,14879,47558
29544,18116,47559
29545,9142,47560
29547,16223,47561
25477,18136,47562
1978,28367,47563
29545,18275,47564
28660,18333,47565
25049,18315,47566
19712,28389,47567
25477,556,47568
23494,29605,47569
19649,28915,47570
7276,24093,47571
2991,13416,47572
27816,18112,47573
28369,18316,47574
28991,18941,47575
28177,18947,47576
7592,13601,47577
125,28055,47578
28367,13603,47579
25951,17990,47580
28367,11310,47581
25477,19080,47582
11813,18136,47583
20835,5810,47584
20767,25430,47585
12386,25411,47586
14698,5996,47587
19219,28361,47588
17619,30352,47589
18479,25470,47590
2199,25430,47591
20665,25445,47592
18296,6134,47593
21095,25432,47594
26279,25146,47595
26687,18360,47596
23144,6821,47597
29013,18219,47598
25382,20683,47599
5810,18474,47600
25508,20685,47601
6007,20323,47602
20669,2738,47603
23349,21552,47604
27915,21464,47605
23349,22243,47606
23422,21855,47607
28924,20669,47608
24655,21887,47609
23349,21464,47610
26334,21918,47611
26621,18466,47612
24645,21851,47613
11018,18123,47614
4753,17112,47615
26688,18296,47616
9239,28152,47617
6007,20745,47618
10158,19963,47619
554,24940,47620
6600,29030,47621
24207,29754,47622
30352,22188,47623
13132,20753,47624
29066,18360,47625
28921,16286,47626
28367,20000,47627
24102,29660,47628
24449,30047,47629
24374,29649,47630
24188,29660,47631
28702,18149,47632
30333,12423,47633
23360,30113,47634
23981,30113,47635
23992,29888,47636
20753,2815,47637
7030,8114,47638
18282,6007,47639
18149,6058,47640
17539,28921,47641
7030,25430,47642
691,28105,47643
13005,18282,47644
28367,18786,47645
24257,29794,47646
28367,18813,47647
28921,20362,47648
3104,19499,47649
28367,5514,47650
28748,23111,47651
24440,16029,47652
23349,22259,47653
23344,21864,47654
24255,30184,47655
7221,21875,47656
18219,6861,47657
18219,3771,47658
12183,28055,47659
28764,31042,47660
30352,468,47661
30352,25339,47662
26189,21973,47663
2192,26034,47664
8960,17369,47665
23348,21257,47666
25881,21857,47667
2573,21848,47668
28589,9599,47669
28596,21755,47670
7401,902,47671
19916,28379,47672
26188,21181,47673
28922,18218,47674
25881,13945,47675
26179,16027,47676
2007,26034,47677
28367,19005,47678
13376,28921,47679
23469,1455,47680
2886,30758,47681
25314,29442,47682
24267,29978,47683
24124,14253,47684
9777,30113,47685
22355,20599,47686
27898,13867,47687
18554,17873,47688
14628,18836,47689
28479,30862,47690
9922,21956,47691
26189,19416,47692
13038,21732,47693
28730,21159,47694
4316,13934,47695
26183,10929,47696
4322,17098,47697
11205,21889,47698
26189,9637,47699
9950,21956,47700
9922,21817,47701
25881,21568,47702
26189,27446,47703
26183,21889,47704
26183,31056,47705
26370,21259,47706
26057,21857,47707
28589,20239,47708
26189,13165,47709
22560,4009,47710
26452,19444,47711
4373,10459,47712
26370,862,47713
26189,16054,47714
25959,21817,47715
11961,21226,47716
21330,2487,47717
20671,25079,47718
1184,14801,47719
26452,21562,47720
26189,21444,47721
26189,11787,47722
14068,21857,47723
28730,31015,47724
2724,15974,47725
26196,5592,47726
29378,21857,47727
7406,21864,47728
26189,21825,47729
28731,21466,47730
26633,18153,47731
26189,31055,47732
26452,14871,47733
2546,16011,47734
7399,22245,47735
26189,21568,47736
12825,21857,47737
3107,21857,47738
14895,21520,47739
2549,16054,47740
14146,16033,47741
2546,10434,47742
11232,2270,47743
11654,21857,47744
28764,21449,47745
11232,279,47746
26017,21894,47747
26057,862,47748
1184,13934,47749
26335,21848,47750
26196,21857,47751
26189,8953,47752
9922,21957,47753
8963,21259,47754
26193,7095,47755
14134,21545,47756
26189,7086,47757
22560,17056,47758
5851,21259,47759
26189,21659,47760
26189,853,47761
26370,21790,47762
26189,10042,47763
26370,21241,47764
14929,31056,47765
26189,1792,47766
26189,21823,47767
14929,2270,47768
14121,17686,47769
26188,4607,47770
28595,21856,47771
26360,380,47772
26201,4008,47773
26189,21124,47774
12842,5545,47775
25941,21920,47776
7165,21857,47777
26189,4800,47778
26189,22202,47779
12817,21857,47780
2546,15993,47781
12817,21259,47782
3488,21699,47783
12850,21226,47784
26370,21636,47785
26452,21865,47786
26452,21875,47787
26215,862,47788
1184,21857,47789
2546,7118,47790
26189,13222,47791
26189,4645,47792
7401,22250,47793
26189,5592,47794
14102,818,47795
26452,867,47796
7316,22206,47797
26370,21889,47798
1187,21857,47799
26193,862,47800
25881,21636,47801
9922,13894,47802
12817,22276,47803
26452,22245,47804
31087,21857,47805
14929,21857,47806
10146,9622,47807
11233,8953,47808
25003,21593,47809
28589,21723,47810
9654,21636,47811
26370,21857,47812
17745,14121,47813
4316,17096,47814
6987,30219,47815
19245,28367,47816
4270,25215,47817
14320,28367,47818
17837,25430,47819
18229,28919,47820
24255,7654,47821
5422,28660,47822
28367,25730,47823
4302,17998,47824
28379,12286,47825
7672,19647,47826
2434,29806,47827
23422,21912,47828
23349,14884,47829
2781,18357,47830
4120,21800,47831
28786,18115,47832
27552,28367,47833
24912,18210,47834
24912,14388,47835
27916,21912,47836
25513,18219,47837
7400,9606,47838
1357,12795,47839
25102,21713,47840
990,798,47841
2381,11892,47842
23120,21912,47843
12653,21800,47844
2381,16044,47845
7221,4048,47846
11036,21675,47847
23213,12541,47848
7337,21832,47849
22459,21488,47850
23349,12554,47851
23349,14848,47852
23213,2256,47853
27913,21481,47854
23349,12489,47855
28559,21827,47856
28367,30925,47857
23333,31113,47858
7304,21827,47859
990,13846,47860
2469,16039,47861
4110,21809,47862
25197,30997,47863
4120,17032,47864
28796,21481,47865
9734,21918,47866
24657,31073,47867
23333,21770,47868
23284,22263,47869
11129,12541,47870
29867,3976,47871
1081,21180,47872
23349,6204,47873
23349,16039,47874
24912,25724,47875
12653,21576,47876
26661,21912,47877
23213,135,47878
23348,14884,47879
20696,28261,47880
11036,30520,47881
23349,13229,47882
12653,16044,47883
27751,21912,47884
11036,21850,47885
23422,21273,47886
7609,3821,47887
907,21912,47888
23349,21804,47889
29545,19335,47890
4559,17111,47891
22543,21769,47892
27915,17111,47893
23349,7127,47894
23349,10044,47895
23353,25531,47896
933,16460,47897
23349,4646,47898
2422,5604,47899
27915,19388,47900
12650,21890,47901
23422,855,47902
2381,15977,47903
23285,12036,47904
23349,3996,47905
28560,21481,47906
11036,27743,47907
23353,880,47908
9729,21912,47909
28004,20963,47910
23349,21596,47911
5689,19418,47912
23349,31120,47913
7221,19900,47914
24651,21890,47915
1302,21180,47916
23351,21912,47917
7221,904,47918
23349,25522,47919
3094,21983,47920
22292,21773,47921
23349,4021,47922
2381,21912,47923
23349,21983,47924
23349,21773,47925
11036,14884,47926
23349,8550,47927
23349,10392,47928
981,21180,47929
990,21912,47930
156,21912,47931
23349,27651,47932
25196,17063,47933
7221,2876,47934
4120,21912,47935
29867,821,47936
23349,17025,47937
28921,13421,47938
24226,23749,47939
1041,30758,47940
24351,29660,47941
5303,28660,47942
18330,28439,47943
28367,19886,47944
2546,21848,47945
28367,17179,47946
25430,18943,47947
23349,11957,47948
27901,21450,47949
25880,21565,47950
9921,4028,47951
26056,21680,47952
918,21118,47953
26334,9593,47954
26188,19097,47955
9921,21955,47956
23522,21604,47957
11230,14865,47958
25958,14847,47959
26188,21775,47960
29285,18042,47961
26200,21459,47962
4315,21460,47963
28729,21460,47964
26188,30512,47965
3206,19438,47966
29098,21435,47967
26182,21851,47968
4315,21918,47969
14928,21680,47970
25958,21851,47971
25958,27675,47972
14928,856,47973
1185,9084,47974
14101,21630,47975
7403,22239,47976
26188,9555,47977
26200,17089,47978
9926,21966,47979
29386,21706,47980
26202,21857,47981
26188,17043,47982
1185,21153,47983
18566,18227,47984
25961,21851,47985
4297,17090,47986
25888,31047,47987
27240,28020,47988
25477,9215,47989
25983,23048,47990
28055,18342,47991
25074,18244,47992
24839,18076,47993
13792,18136,47994
25074,25774,47995
5024,25228,47996
18315,25085,47997
24253,30108,47998
13416,28366,47999
28104,13181,48000
1356,18207,48001
28104,18296,48002
5887,22960,48003
28921,18491,48004
25401,20864,48005
25502,20879,48006
28359,27623,48007
1045,29660,48008
18130,28288,48009
28367,20447,48010
14623,3955,48011
28359,7062,48012
7534,22147,48013
28359,782,48014
28017,20879,48015
26684,20881,48016
6003,20881,48017
28988,21580,48018
14623,20881,48019
28359,20036,48020
2688,13830,48021
28359,15948,48022
26788,20881,48023
28359,14782,48024
2688,15948,48025
18155,28369,48026
24912,554,48027
26153,19003,48028
19576,28915,48029
9181,6121,48030
26294,23060,48031
12360,28055,48032
1051,29791,48033
2546,16023,48034
26188,14820,48035
23348,21732,48036
14628,18219,48037
28367,25838,48038
13042,19546,48039
25074,13406,48040
12739,18298,48041
27115,17889,48042
18357,4535,48043
24250,29791,48044
24026,29811,48045
18236,18398,48046
2010,26034,48047
5816,18491,48048
25479,21049,48049
4261,20683,48050
26279,22862,48051
28367,15637,48052
26188,12034,48053
2184,24991,48054
20000,30338,48055
1357,18112,48056
25182,20493,48057
28367,721,48058
22718,21815,48059
24257,29774,48060
27813,18192,48061
10668,14393,48062
19249,25811,48063
18296,28371,48064
6069,30875,48065
4448,12020,48066
1357,19330,48067
25430,16221,48068
17396,20769,48069
28367,18970,48070
28152,20771,48071
28367,17585,48072
28492,18556,48073
22583,23060,48074
28367,7026,48075
15527,6007,48076
17277,28931,48077
30971,28228,48078
24576,20834,48079
26188,21830,48080
1183,2251,48081
22426,29506,48082
24375,30112,48083
23350,21855,48084
9738,21971,48085
27914,21464,48086
1574,29721,48087
14473,30392,48088
27326,30440,48089
19550,30352,48090
14628,18298,48091
25427,18155,48092
25430,19609,48093
25430,8990,48094
9867,18161,48095
18227,28856,48096
18357,29550,48097
18357,29527,48098
18357,7629,48099
29545,9176,48100
30876,18161,48101
27816,18159,48102
10107,25806,48103
28366,18020,48104
4918,12834,48105
7592,18452,48106
11417,14442,48107
28921,18210,48108
26279,12069,48109
28361,18139,48110
14188,18462,48111
13328,26279,48112
3867,28367,48113
5781,18227,48114
24953,18245,48115
28367,20933,48116
28367,27249,48117
4836,20360,48118
25074,13155,48119
23144,13792,48120
28366,15907,48121
7537,20835,48122
28105,18316,48123
26688,18279,48124
23349,24722,48125
26661,9562,48126
28367,12180,48127
23349,21807,48128
24655,879,48129
990,5574,48130
5687,8078,48131
24918,2067,48132
18830,24913,48133
22131,28367,48134
18150,30350,48135
24252,10220,48136
22433,29977,48137
28105,18302,48138
28547,18315,48139
29195,28456,48140
4448,18298,48141
26188,27694,48142
7672,18227,48143
30392,5241,48144
25233,1939,48145
28367,3953,48146
28371,20656,48147
28367,12178,48148
24380,29660,48149
18973,11371,48150
28367,15882,48151
28367,20137,48152
5671,20696,48153
29241,18954,48154
14412,30392,48155
18330,6007,48156
18330,14628,48157
18330,28315,48158
18088,28367,48159
28105,19025,48160
18187,28439,48161
22926,26289,48162
6007,20399,48163
29073,18227,48164
23144,18277,48165
25196,21690,48166
26188,12514,48167
25477,3935,48168
25477,22134,48169
28261,18307,48170
25806,28228,48171
6846,18227,48172
29378,22156,48173
23291,20696,48174
10107,20696,48175
28367,19973,48176
23333,21857,48177
28991,18350,48178
7205,22086,48179
15696,7027,48180
23144,20797,48181
6275,16204,48182
10579,27115,48183
19243,28367,48184
26781,18316,48185
29433,18219,48186
1405,18316,48187
26688,18352,48188
9127,26102,48189
619,26387,48190
15489,26246,48191
9267,4448,48192
14532,28361,48193
18352,11369,48194
10661,28349,48195
9188,28367,48196
28367,17174,48197
28361,18159,48198
29224,18159,48199
18116,28371,48200
18159,28991,48201
30352,20436,48202
30361,18227,48203
30352,20360,48204
28991,25730,48205
23144,5211,48206
22696,18351,48207
26621,18170,48208
12817,21273,48209
28367,19185,48210
7400,21503,48211
4253,18937,48212
23144,12253,48213
23144,15518,48214
11031,18123,48215
11031,14327,48216
24242,29817,48217
1585,21980,48218
26189,22252,48219
26189,21167,48220
2579,16049,48221
26189,17103,48222
22560,21879,48223
26189,21760,48224
23349,13943,48225
26189,12535,48226
26189,7124,48227
29867,21553,48228
13868,18554,48229
24182,1459,48230
24403,29401,48231
24659,29415,48232
24110,29653,48233
5377,28660,48234
18554,1554,48235
5348,28659,48236
11915,28055,48237
3235,29736,48238
24087,1482,48239
25686,28367,48240
28367,18652,48241
27248,28020,48242
7273,29791,48243
24171,7655,48244
9814,14253,48245
20178,24915,48246
24241,29791,48247
24128,29620,48248
31117,17584,48249
26188,16045,48250
28479,18458,48251
25908,22666,48252
4336,23022,48253
13435,29035,48254
18355,28944,48255
18355,29054,48256
6058,18227,48257
27238,28020,48258
28816,18103,48259
10187,17156,48260
4564,18219,48261
28062,20745,48262
18724,28366,48263
18229,28261,48264
18229,3202,48265
18150,30345,48266
18150,13076,48267
18229,2478,48268
18173,7629,48269
18654,28367,48270
1269,2818,48271
12162,14550,48272
23351,21853,48273
28367,14764,48274
19160,28367,48275
18159,2691,48276
17619,30355,48277
84,30352,48278
18154,24680,48279
19268,28367,48280
19323,28288,48281
18333,28371,48282
561,28367,48283
28379,18156,48284
2381,12001,48285
28152,18286,48286
1606,17137,48287
23906,29791,48288
24793,30111,48289
25430,7045,48290
24680,20402,48291
14949,17745,48292
18357,6007,48293
7537,19731,48294
28191,18123,48295
18298,1108,48296
16309,28367,48297
6939,30352,48298
26034,17986,48299
13004,20753,48300
28367,20772,48301
2691,15860,48302
7672,22066,48303
25365,18184,48304
29527,20772,48305
1183,21150,48306
26188,21545,48307
4448,16911,48308
24226,29441,48309
20836,10158,48310
15930,24899,48311
20666,4814,48312
5671,20279,48313
23142,18123,48314
28200,18330,48315
25182,10492,48316
10579,28492,48317
19252,29070,48318
27426,28367,48319
4588,20753,48320
11496,14747,48321
4229,16286,48322
13076,20753,48323
30352,22113,48324
28660,1146,48325
10107,17329,48326
28367,19719,48327
27115,17910,48328
25477,13429,48329
23990,30117,48330
24266,29932,48331
27115,18276,48332
28367,10863,48333
7537,20671,48334
28367,13814,48335
28367,21099,48336
30392,18255,48337
27898,20669,48338
23144,16922,48339
28367,30908,48340
30754,20753,48341
990,21853,48342
9253,28921,48343
19140,26286,48344
17705,26279,48345
25763,29083,48346
26278,17745,48347
17748,6273,48348
6668,26279,48349
12898,26279,48350
20204,26279,48351
19490,26279,48352
7418,17745,48353
26279,17739,48354
11612,14049,48355
19490,26293,48356
17732,26310,48357
16199,26279,48358
9127,26279,48359
4831,20395,48360
26279,3578,48361
26442,17745,48362
11250,17745,48363
26279,19490,48364
26279,17723,48365
25902,17751,48366
7577,17745,48367
26279,20203,48368
26279,17753,48369
26279,19557,48370
2565,15490,48371
26277,17745,48372
2565,25615,48373
26293,17745,48374
2380,21850,48375
5686,19437,48376
989,14797,48377
24654,21850,48378
22458,21590,48379
24654,21882,48380
23355,21850,48381
26189,21902,48382
11051,21850,48383
24439,21950,48384
26660,21850,48385
4119,21850,48386
12749,21782,48387
23348,21815,48388
18219,28261,48389
18219,28379,48390
10784,24734,48391
14364,28287,48392
24027,29812,48393
30173,29791,48394
24373,29648,48395
2010,30352,48396
2434,29660,48397
24246,29694,48398
8144,22029,48399
7379,21913,48400
7391,22180,48401
24910,20853,48402
29545,16444,48403
2545,21864,48404
14928,21701,48405
15933,28315,48406
5324,25368,48407
14388,28366,48408
12653,20240,48409
10158,20000,48410
28367,9503,48411
23349,10241,48412
10107,16428,48413
28924,20753,48414
28367,3930,48415
1466,21864,48416
26188,3555,48417
30479,819,48418
28367,21383,48419
18354,1405,48420
27256,29089,48421
23349,21975,48422
3190,12528,48423
25196,21864,48424
5687,19446,48425
2381,21468,48426
23342,21864,48427
23213,21864,48428
24252,30554,48429
4120,17098,48430
18316,25434,48431
28367,9445,48432
23349,13904,48433
20671,11153,48434
14928,21687,48435
26289,2350,48436
28921,17291,48437
20397,25087,48438
5275,25074,48439
13468,25053,48440
25074,3272,48441
2691,15623,48442
28367,16248,48443
1357,18936,48444
28171,18174,48445
27914,21468,48446
23992,1705,48447
4190,30066,48448
30169,30115,48449
26188,874,48450
6129,20353,48451
16541,18554,48452
29545,14388,48453
23212,10935,48454
11369,14763,48455
30440,27303,48456
30352,27409,48457
28367,6831,48458
29066,18604,48459
24680,18652,48460
13715,20929,48461
29527,18350,48462
15907,28367,48463
26188,5572,48464
27816,18165,48465
28367,19286,48466
28729,21131,48467
30352,18657,48468
24127,30148,48469
20876,24680,48470
14213,21569,48471
2691,20876,48472
2042,20876,48473
11036,14879,48474
11036,21890,48475
23356,9608,48476
2495,15987,48477
990,31066,48478
25196,7090,48479
990,21170,48480
23304,21912,48481
5687,19412,48482
2800,21890,48483
23213,10911,48484
1570,16057,48485
23349,21569,48486
23349,3454,48487
2374,12541,48488
5627,21777,48489
23349,7492,48490
23349,21780,48491
23349,21267,48492
29291,21765,48493
23349,2277,48494
29867,27650,48495
23349,21477,48496
9737,21890,48497
23349,9608,48498
26289,25172,48499
22719,21890,48500
23342,21890,48501
18356,28361,48502
28367,5423,48503
28367,27595,48504
24243,29820,48505
18229,2691,48506
26279,7151,48507
30352,25729,48508
28367,17332,48509
28367,19734,48510
26777,9318,48511
1492,19333,48512
18358,28991,48513
18307,28315,48514
1357,20669,48515
15387,18227,48516
20843,6007,48517
9217,24912,48518
17592,24912,48519
3878,25477,48520
20668,30321,48521
21188,25483,48522
16523,18227,48523
29066,15882,48524
30352,18785,48525
25477,13197,48526
25404,18227,48527
28367,3718,48528
26125,10931,48529
28366,3911,48530
17292,28367,48531
30352,14465,48532
7672,18343,48533
2381,11798,48534
26188,11564,48535
26189,21413,48536
1186,21182,48537
18175,25477,48538
23144,13450,48539
28105,5252,48540
23876,20645,48541
22799,20711,48542
5899,23602,48543
7419,23015,48544
7208,19802,48545
22799,18227,48546
28367,20362,48547
7026,27799,48548
18227,2478,48549
10446,22347,48550
10107,17193,48551
5198,25361,48552
7537,22129,48553
18159,11455,48554
14188,18159,48555
29544,18159,48556
28105,20688,48557
23144,18587,48558
13615,18227,48559
30296,18227,48560
30352,26507,48561
18219,28526,48562
30352,25804,48563
30352,16376,48564
24261,29791,48565
363,28110,48566
18219,2541,48567
7221,22236,48568
2505,11624,48569
25430,5291,48570
28367,20639,48571
28152,15887,48572
10174,17186,48573
30352,18243,48574
14946,22892,48575
24202,29653,48576
24247,4541,48577
24346,1459,48578
24450,11459,48579
24385,29660,48580
11106,29660,48581
28367,11883,48582
434,25513,48583
6719,25540,48584
23348,10927,48585
20822,24680,48586
4448,16372,48587
27816,18132,48588
778,18554,48589
18300,1419,48590
29066,18309,48591
9197,30352,48592
29068,18300,48593
28921,17818,48594
18554,18299,48595
18554,6763,48596
590,18227,48597
7681,18325,48598
4821,22944,48599
26360,22944,48600
26345,23055,48601
26330,22966,48602
26256,23880,48603
22577,22944,48604
9930,23377,48605
28366,13361,48606
26661,21645,48607
28367,18182,48608
28702,18112,48609
4120,27719,48610
2381,21569,48611
30972,4448,48612
9100,2742,48613
18021,28367,48614
16287,28367,48615
20843,25488,48616
3928,28367,48617
18130,24679,48618
18920,28368,48619
21099,25475,48620
20835,7349,48621
18130,6006,48622
26282,23885,48623
24252,29862,48624
30549,18225,48625
28367,18224,48626
27816,20671,48627
28367,20654,48628
4950,9510,48629
14627,18360,48630
2691,6758,48631
28366,9881,48632
11369,14388,48633
28660,20744,48634
29189,30440,48635
26621,20753,48636
18219,30329,48637
18276,11369,48638
30639,28367,48639
3047,1329,48640
15582,29545,48641
2863,29545,48642
18276,8814,48643
24026,29791,48644
24255,1479,48645
26688,20876,48646
28228,18350,48647
28991,19045,48648
27115,17812,48649
30233,18201,48650
25399,18429,48651
28152,18350,48652
1115,21383,48653
25434,18161,48654
2781,18276,48655
6089,9416,48656
28367,13475,48657
13792,11452,48658
24259,29812,48659
27816,18302,48660
28921,532,48661
11369,19009,48662
11367,30908,48663
4248,20822,48664
10107,17307,48665
17234,25430,48666
18063,25430,48667
19289,25430,48668
24083,29660,48669
28367,10542,48670
24171,30069,48671
24359,6092,48672
1170,22944,48673
3211,22944,48674
28748,23428,48675
27115,20472,48676
18298,25071,48677
26201,21931,48678
24258,29812,48679
